onset	duration	condition_name	trial_type	stim_name	one_back	train_test	subj_resp	imagert	imagery_scene	imagery_pos
1.3000003491470125e-06	8.001531400000204	0	0	Fix	0	0	0	0	0	0
8.001530500000172	2.501604900000075	546074	2	A hefty red truck on a rural street	0	2	0	0	0	0
11.499930100000256	2.501582100000178	289842	2	A women is serving at a tennis match	0	1	0	0	0	0
15.000077000000147	2.501594600000317	45994	2	A man trying to get a little girl on a boat	0	1	0	0	0	0
18.499941200000194	2.5015369000002465	270165	2	A sculpture of a red cow is on a building	0	1	0	0	0	0
22.000056200000017	2.5016044999997575	270165	2	A sculpture of a red cow is on a building	1	0	1	0	0	0
25.500006600000233	2.5014744000000064	191854	2	A sliced up orange next to onions and nuts	0	1	0	0	0	0
29.000141600000006	2.5015606000001753	191854	2	A sliced up orange next to onions and nuts	1	0	1	0	0	0
32.50000110000019	2.5015690000000177	44244	2	A small boy sitting on a luggage cart	0	1	0	0	0	0
36.000031500000205	2.5015988999998626	220850	2	two people at a table with a cake	0	1	0	0	0	0
39.50003080000033	2.5014876000000186	165419	1	images\train2017\000000165419.jpg	0	2	0	0	0	0
43.00054850000015	2.5015158999999585	101091	1	images\train2017\000000101091.jpg	0	1	0	0	0	0
46.49999740000021	2.5014977000000727	233500	2	a man on a brown horse moving on the street	0	1	0	0	0	0
50.00057190000007	2.501487999999881	123797	1	images\train2017\000000123797.jpg	0	1	0	0	0	0
53.50239750000037	2.5014697000001433	0	-1	Fix	0	0	0	0	0	0
57.00006580000036	2.5014805999999226	70746	2	A dog lying down with a blanket on top of it	0	1	0	0	0	0
60.50055620000012	2.501492700000199	501258	1	images\train2017\000000501258.jpg	0	1	0	0	0	0
64.00004370000033	2.5015800999999556	501258	2	This is a bird sitting on a twig	2	0	1	0	0	0
67.50003490000017	2.50157739999986	244303	2	a few men play drums in a big celebration	0	1	0	0	0	0
71.0004073	2.5014948000002732	132139	1	images\train2017\000000132139.jpg	0	1	0	0	0	0
74.50048930000003	2.5015472999998565	100037	1	images\train2017\000000100037.jpg	0	1	0	0	0	0
78.00046510000038	2.501524299999801	133470	1	images\train2017\000000133470.jpg	0	1	0	0	0	0
81.50054530000034	2.5015768000002936	252018	1	images\train2017\000000252018.jpg	0	2	0	0	0	0
85.00041499999998	2.501623599999675	560476	1	images\train2017\000000560476.jpg	0	1	0	0	0	0
88.49985370000013	2.501505499999894	0	0	Fix	0	0	0	0	0	0
92.00006389999999	2.5014830000000075	471773	2	A smiling man stands holding a tennis racket	0	1	0	0	0	0
95.5005672000002	2.5014768000000913	424642	1	images\val2017\000000424642.jpg	0	1	0	0	0	0
99.00045530000034	2.5014820000001237	579466	1	images\train2017\000000579466.jpg	0	1	0	0	0	0
102.50007030000006	2.501477199999954	166277	2	A cat drinking ice water out of a glass	0	1	0	0	0	0
106.0006244000001	2.501480800000081	85666	1	images\train2017\000000085666.jpg	0	1	0	0	0	0
109.50006260000009	2.5015653999998904	43966	2	A pizza with one slice taken from it	0	2	0	0	0	0
113.00039700000025	2.5014891999999236	163240	1	images\train2017\000000163240.jpg	0	2	0	0	0	0
116.50000310000041	2.501520199999959	316269	2	A banana is tossed in with some papers	0	1	0	0	0	0
120.00057349999997	2.501499899999999	374726	1	images\train2017\000000374726.jpg	0	1	0	0	0	0
123.49998660000028	2.5014752000001863	103584	2	A dog sitting on a bed, looking at a lamp	0	1	0	0	0	0
127.00001650000013	2.5014845000000605	481940	2	People boarding a plane on the tarmac	0	1	0	0	0	0
130.5007224000001	2.5015026000000944	295359	1	images\train2017\000000295359.jpg	0	1	0	0	0	0
134.0000014000002	2.5015285999998014	0	0	Fix	0	0	0	0	0	0
137.49994860000015	2.501502300000084	71224	2	A woman clinging to a statue of a bear	0	1	0	0	0	0
141.0000030000001	2.5014924000001884	70636	2	Several brown horses are standing in a field	0	1	0	0	0	0
144.49998649999998	2.5016203000000132	70636	2	Several brown horses are standing in a field	1	0	1	0	0	0
147.99986070000023	2.5014986000001045	277971	2	Two young kids in bed, one reading a book	0	1	0	0	0	0
151.49999220000018	2.501543099999708	277971	2	Two young kids in bed, one reading a book	1	0	1	0	0	0
154.9999383000004	2.501507700000275	399876	2	A person water skis in a body of water	0	1	0	0	0	0
158.4999982000004	2.5015207000001283	466514	2	A calf and a dog are running in a field	0	2	0	0	0	0
161.99998240000014	2.5015799000002517	204562	2	A bunch of plantains on a white tray	0	1	0	0	0	0
165.50049200000012	2.501545399999941	180389	1	images\train2017\000000180389.jpg	0	2	0	0	0	0
168.9999318	2.5014737000001332	0	0	Fix	0	0	0	0	0	0
172.5004229000001	2.501435399999991	287434	1	images\train2017\000000287434.jpg	0	2	0	0	0	0
176.00006010000016	2.5015520000001743	278135	2	A baby looking at two parrots on a table	0	2	0	0	0	0
179.50048180000022	2.5014765999999327	203171	1	images\train2017\000000203171.jpg	0	1	0	0	0	0
183.0004739000001	2.5014587000000574	318108	1	images\train2017\000000318108.jpg	0	2	0	0	0	0
186.50055510000038	2.5015775000001668	20576	1	images\train2017\000000020576.jpg	0	1	0	0	0	0
189.9998869000001	2.5015064000003804	500981	2	a [piece of food on a plate on a table	0	1	1	0	0	0
193.50057970000034	2.5016209999998864	310552	1	images\train2017\000000310552.jpg	0	2	0	0	0	0
196.99987360000023	2.501513799999884	202463	2	a dirty white toilet in the corner of a room	0	1	0	0	0	0
200.50054530000034	2.501558500000101	279331	1	images\train2017\000000279331.jpg	0	2	0	0	0	0
203.99996469999996	2.5015214000000014	536798	2	A young boy holding onto a parking meter	0	2	0	0	0	0
207.5005288000002	2.5014665999997305	41103	1	images\train2017\000000041103.jpg	0	1	0	0	0	0
211.00057950000019	2.5015251999998327	303508	1	images\train2017\000000303508.jpg	0	1	0	0	0	0
214.49997600000006	2.501470700000027	0	0	Fix	0	0	0	0	0	0
218.00041550000014	2.5015023999999357	22004	1	images\train2017\000000022004.jpg	0	1	0	0	0	0
221.5001231000001	2.5014765999999327	165419	2	A man jumps to catch a frisbee on the beach	0	2	0	0	0	0
225.00004290000015	2.50150050000002	176509	2	Two people skiing down a snow covered hill	0	2	0	0	0	0
228.49995190000027	2.501503899999989	385795	2	Children running to kick the soccer ball	0	2	0	0	0	0
232.00069870000016	2.5014572000000044	487266	1	images\train2017\000000487266.jpg	0	1	0	0	0	0
235.50055150000026	2.5015034000002743	536798	1	images\train2017\000000536798.jpg	0	2	0	0	0	0
239.00048050000032	2.501480299999912	133788	1	images\train2017\000000133788.jpg	0	1	0	0	0	0
242.50055930000008	2.5014909999999873	400832	1	images\train2017\000000400832.jpg	0	1	0	0	0	0
245.99998840000035	2.501521799999864	25902	2	A teenager surfing a wave in an ocean	0	2	0	0	0	0
249.50006210000038	2.5014501000000564	395904	2	A man taking a turkey out of the oven	0	1	0	0	0	0
253.0005873	2.501459000000068	382699	1	images\train2017\000000382699.jpg	0	1	0	0	0	0
256.500051	2.5014939000002414	0	0	Fix	0	0	0	0	0	0
260.00068950000014	2.5015956000002006	192095	1	images\train2017\000000192095.jpg	0	2	0	0	0	0
263.50004030000036	2.5015353000003415	177064	2	I women standing in a path between trees	0	1	0	0	0	0
266.9999799000002	2.5016146000002664	17703	2	A man is surfing a wave in the ocean	0	1	0	0	0	0
270.50040890000037	2.5016198000002987	367699	1	images\train2017\000000367699.jpg	0	1	0	0	0	0
273.9999810000004	2.501493499999924	323726	2	A group of men on a field playing baseball	0	1	0	0	0	0
277.50000260000024	2.50148820000004	213860	2	a sheep waits to be sheered in a field	0	1	0	0	0	0
281.0004944000002	2.501473900000292	246796	1	images\train2017\000000246796.jpg	0	1	0	0	0	0
284.50000660000023	2.5015017999999145	475693	2	a jet plane is parked out on a runway	0	2	1	0	0	0
288.00047330000007	2.5015164999999797	153666	1	images\train2017\000000153666.jpg	0	1	0	0	0	0
291.50046980000025	2.501484100000198	536798	1	images\train2017\000000536798.jpg	0	2	0	0	0	0
295.00002110000014	2.501499800000147	70426	2	A woman with a surfboard in the water	0	2	0	0	0	0
298.4999737000003	2.501480299999912	206416	2	a stone clock tower with a wall around it	0	1	0	0	0	0
302.00015970000004	2.501494200000252	255714	2	A double decker bus is in the street	0	2	0	0	0	0
305.5004992000004	2.501575600000251	102607	1	images\train2017\000000102607.jpg	0	1	0	0	0	0
308.9999620000003	2.5014790999998695	317208	2	a truck parked on a beach near water	0	1	0	0	0	0
312.5005661	2.5015841999997974	281003	1	images\train2017\000000281003.jpg	0	1	0	0	0	0
315.99997710000025	2.501500099999703	281003	2	There is a very large brick pizza oven	2	0	1	0	0	0
319.50049930000023	2.501472399999784	83808	1	images\train2017\000000083808.jpg	0	1	0	0	0	0
323.00047680000034	2.5014805999999226	573980	1	images\train2017\000000573980.jpg	0	2	0	0	0	0
326.5006075000001	2.501482499999838	63209	1	images\train2017\000000063209.jpg	0	1	0	0	0	0
329.9999730000004	8.000033699999676	0	0	Fix	0	0	0	0	0	0
